"option_id","option_name","option_value","autoload"
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:37:""WPTavern: WooCommerce Rebrands as Woo"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:30:""https://wptavern.com/?p=150841"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:48:""https://wptavern.com/woocommerce-rebrands-as-woo"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:2569:""<p>WooCommerce is <a href=""https://woo.com/posts/say-hello-to-woo-com/"">rebranding</a>  to &#8220;Woo,&#8221; a shorter, more playful version of the company name that many customers are already using.  <a href=""https://wptavern.com/automattic-acquires-woocommerce"">Automattic acquired WooCommerce</a> in 2015, along with WooThemes. The open source commerce platform now powers more than 4.4 million live websites, including 33% of the top 1 million online stores.</p>



<p>The rebranding extends to the Woo Marketplace, WooExperts program, and all other aspects of the Woo experience. It also includes a migration of WooCommerce.com to the <a href=""https://woo.com/"">woo.com</a> domain.</p>



<p>&#8220;&#8216;Woo&#8217; is how many loyal customers have referred to us for years. And now we’re leaning into that name for our company and brand,&#8221; Woo VP of Creative and Communications David Callaway said. &#8220;It’s a fun, punchy name that shows how excited we are to empower success for merchants and developers. Switching to Woo.com is part of this larger strategy.</p>



<p>&#8220;The move to Woo also allows us to standardize and streamline the names of our products and services. For example, we recently renamed WooCommerce Payments to WooPayments, and we’re gradually changing other product names to support this simplified naming system and better connect our core software, extensions, and programs.&#8221;</p>



<p>Callaway also noted that while Woo is how they refer to the brand and company, WooCommerce is the open-source e-commerce platform for WordPress, Woo&#8217;s core product. </p>



<p>Woo Express is another recently launched product that already bears the shorter name. During the <a href=""https://wptavern.com/state-of-the-woo-2023-woocommerce-highlights-ai-powered-future-and-continued-core-blockification"">2023 State of the Woo</a>, delivered at WooSesh, the team highlighted a few milestones for Woo Express, the company&#8217;s all-in-one Woo plan hosted on WordPress.com&#8217;s infrastructure. It launched in 2023 as what the team described as “Woo’s biggest bet ever.” Free trials began in April 2023 and by July 2023, Woo Express had more than 1,000 customers. It features a new onboarding flow and store personlization experience for merchants, with a setup guide and recommendation engine powered by an AI-driven assistant.</p>



<p>Woo customers will not be affected by the name change, although merchants may see a note about it in their dashboard or emails. No action is required from store owners.</p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Tue, 31 Oct 2023 12:51:14 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:13:""Sarah Gooding"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:9;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:44:""Do The Woo Community: Do the … Woo dot Com"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:28:""https://dothewoo.io/?p=77718"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:39:""https://dothewoo.io/do-the-woo-dot-com/"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:335:""<p>Inside Woo. Today the WooCommerce site becomes Woo.com as a strategic part of their branding and product line. </p>
<p>&gt;&gt; The post <a href=""https://dothewoo.io/do-the-woo-dot-com/"">Do the &#8230; Woo dot Com</a> appeared first on <a href=""https://dothewoo.io"">Do the Woo - a WooCommerce and WordPress Builder Podcast</a>	.</p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Tue, 31 Oct 2023 12:12:59 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:5:""BobWP"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:10;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:58:""Do The Woo Community: Do the Woo Day 1 Recap, WooSesh 2023"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:28:""https://dothewoo.io/?p=77694"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:56:""https://dothewoo.io/do-the-woo-day-1-recap-woosesh-2023/"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:372:""<p>Day one started with State of the Woo, conversations on open source and hosting, scalable ecommerce and website security.</p>
<p>&gt;&gt; The post <a href=""https://dothewoo.io/do-the-woo-day-1-recap-woosesh-2023/"">Do the Woo Day 1 Recap, WooSesh 2023</a> appeared first on <a href=""https://dothewoo.io"">Do the Woo - a WooCommerce and WordPress Builder Podcast</a>	.</p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Tue, 31 Oct 2023 10:54:00 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:5:""BobWP"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:11;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:49:""BuddyPress: BuddyPress 11.4.0 Maintenance Release"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:32:""https://buddypress.org/?p=331729"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:69:""https://buddypress.org/2023/10/buddypress-11-4-0-maintenance-release/"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:1054:""<p>Immediately available is <a href=""https://downloads.wordpress.org/plugin/buddypress.11.4.0.zip"">BuddyPress 11.4.0</a>. This maintenance release fixes 1 bug and adds a new Admin Notifications feature to prepare the next BuddyPress major version (12.0.0). For details on the changes, please read the <a href=""https://codex.buddypress.org/releases/version-11-4-0/"">11.4.0 release notes</a>.</p>



<p>Update to BuddyPress 11.4.0 today in your WordPress Dashboard, or by <a href=""https://wordpress.org/plugins/buddypress/"">downloading from the WordPress.org plugin repository</a>.</p>



<div class=""wp-block-spacer""></div>



<h2 class=""wp-block-heading"" id=""many-thanks-to-11-1-0-contributors"">Many thanks to 11.4.0 contributors <span class=""dashicons dashicons-heart""></span></h2>



<p> <a href=""https://profiles.wordpress.org/vapvarun/"">vapvarun</a>, <a href=""https://profiles.wordpress.org/martenw/"">martenw</a>, <a href=""https://profiles.wordpress.org/dcavins/"">dcavins</a> &amp; <a href=""https://profiles.wordpress.org/imath/"">imath</a>.</p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Mon, 30 Oct 2023 20:58:38 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:12:""Mathieu Viet"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:12;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:65:""WPTavern: WP Data Dashboard Tracks WordPress.org Themes Ecosystem"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:30:""https://wptavern.com/?p=150809"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:76:""https://wptavern.com/wp-data-dashboard-tracks-wordpress-org-themes-ecosystem"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:7244:""<p>Munich-based digital agency owner Hendrik Luehrsen has been <a href=""https://docs.google.com/spreadsheets/d/11X38e9w86XcgT4tybqfjKhrL0PIbDlIsUEJwLiKtJ7Q/edit#gid=931695972"">tracking the usage of themes with the FSE tag</a> (block themes) using a spreadsheet that pulls in data from the WordPress.org API. Wrangling the data in a spreadsheet became too cumbersome, so Luehrsen launched <a href=""https://www.wp-data-dashboard.com/"">WP Data Dashboard</a> over the weekend as a &#8220;centralized hub for exploring, analyzing, and visualizing data across the WordPress landscape.&#8221;</p>



<p>The new website is currently tracking 6,017 themes hosted on WordPress.org with 250 snapshots. It offers stats and data-based insights for those interested in getting a bird&#8217;s-eye view on themes hosted in the official directory.</p>



<div class=""wp-block-spacer""></div>



<img width=""1280"" height=""684"" src=""https://149611589.v2.pressablecdn.com/wp-content/uploads/2023/10/image-4.png"" alt="""" class=""wp-image-150818"" />



<p>&#8220;Right now, the WP Data Dashboard has one main function: It crawls the WordPress Theme Repo (API) and crunches the numbers to identify trends,&#8221; Luehrsen said. &#8220;With the data stored in my own database, I can analyze and combine it in exciting new ways.&#8221;</p>



<p>WP Data Dashboard has two unique stats that are interpretations of the data available. The first is a &#8220;Usage Score,&#8221; which is calculated based on a theme&#8217;s active installs vs. total downloads:</p>



<blockquote class=""wp-block-quote"">
<p>A high score indicates a theme that not only has been downloaded frequently but also remains actively installed on many sites. The score undergoes a significant decay if the proportion of active installs to downloads is low, indicating that while the theme might be frequently downloaded, it&#8217;s not retained by users. This metric provides insight into both the initial appeal of a theme and its lasting utility to users.</p>
</blockquote>



<p>The second unique stat is a &#8220;Diversity Score,&#8221; which compares the downloads of a single theme author to the overall theme directory (or a tag) and scales that value from 0 to 100:</p>



<blockquote class=""wp-block-quote"">
<p>A high score indicates that downloads are spread across many authors, suggesting a diverse and competitive marketplace. On the other hand, a low score suggests that a few authors dominate the downloads, indicating less diversity. This metric provides insight into the variety of theme offerings and the balance of power in the theme marketplace.</p>
</blockquote>



<p>The Usage Scores can be seen on the <a href=""https://www.wp-data-dashboard.com/themes/list"">List</a> page, which is an index of all the themes, as well as on the <a href=""https://www.wp-data-dashboard.com/themes/tags/"">Tag</a> pages.  </p>



<img width=""739"" height=""575"" src=""https://149611589.v2.pressablecdn.com/wp-content/uploads/2023/10/image-5.png"" alt="""" class=""wp-image-150825"" />



<p>The Diversity Score is only displayed on the <a href=""https://www.wp-data-dashboard.com/themes/stats/"">Stats</a> page as a percentage representing the entire WordPress.org ecosystem. The Diversity score goes up when the stats are calculated without the default themes, which get a large number of downloads from the same &#8220;WordPress.org&#8221; author every year.</p>



<img width=""1057"" height=""808"" src=""https://149611589.v2.pressablecdn.com/wp-content/uploads/2023/10/image-6.png"" alt="""" class=""wp-image-150826"" />



<p>In a <a href=""https://twitter.com/hluehrsen/status/1718689888848023568"">thread on X</a>, Luehrsen highlighted a few data points he has extracted so far from the dashboard. </p>



<p>&#8220;Fun fact: Did you know that the most downloaded themes ever are Twenty Seventeen, Twenty Fifteen, and Astra?&#8221; he said. &#8220;Each has crossed over 10 million downloads! But only Astra managed to retain its users and remains today as one of the most widely used themes.</p>



<p>&#8220;What&#8217;s somewhat surprising is the decline in downloads for the newer default themes. While Twenty-Twenty garnered over 8 million downloads, Twenty Twenty-One managed only 6 million, and Twenty Twenty-Two a mere 3 million.&#8221;</p>



<p>This may be related to the <a href=""https://wptavern.com/contentious-review-process-leads-ollie-theme-to-remove-innovative-onboarding-features-amid-stagnating-block-theme-adoption"">slow adoption</a> of block themes, which still <a href=""https://docs.google.com/spreadsheets/d/11X38e9w86XcgT4tybqfjKhrL0PIbDlIsUEJwLiKtJ7Q/edit#gid=931695972"">appears to be stagnating</a> at the end of October. The number of block theme active installs declined from August to September, but is now inching its way back up to previous numbers.  </p>



<div class=""wp-block-spacer""></div>



<img width=""1138"" height=""283"" src=""https://149611589.v2.pressablecdn.com/wp-content/uploads/2023/10/image-7.png"" alt="""" class=""wp-image-150828"" />



<p>&#8220;Did you know that only 2% of overall theme downloads come from themes tagged as &#8216;<a href=""https://www.wp-data-dashboard.com/themes/tag/full-site-editing"">Full Site Editing</a>&#8216;?&#8221; Luehrsen said. &#8220;Given that they&#8217;re relatively new, it&#8217;s not too surprising!&#8221;</p>



<p>When asked if he has considered trying to include numbers for themes like Elementor and Divi, which make up a large segment of the commercial theme market, Luehrsen said he would like to include external data but the compatibility of that data would be very limited, which in turn limits comparability with WordPress.org-hosted themes.</p>



<div class=""wp-block-embed__wrapper"">
<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Have you considered trying to include numbers for themes like Elementor and Divi? At the very least using resources such as BuiltWith? Elementor’s are eye opening. Absolutely dwarfs everything. Divi’s also higher than any on that list. The fragmentation is huge.</p>&mdash; Carl Hancock <img src=""https://s.w.org/images/core/emoji/14.0.0/72x72/1f680.png"" alt=""🚀"" class=""wp-smiley"" /><img src=""https://s.w.org/images/core/emoji/14.0.0/72x72/1f1e8-1f1f7.png"" alt=""🇨🇷"" class=""wp-smiley"" /> (@carlhancock) <a href=""https://twitter.com/carlhancock/status/1718762077156757510?ref_src=twsrc%5Etfw"">October 29, 2023</a></blockquote>
</div>



<p>The WP Data Dashboard is a useful way to track trends in WordPress.org themes over time, and the site appears primed to add data for plugins at a future date. It would be even more helpful if Luehrsen could make some of the calculated data available for visitors at a glance, such as 2% of overall theme downloads coming from <a href=""https://www.wp-data-dashboard.com/themes/tag/full-site-editing"">Full Site Editing</a> tagged themes. There are a lot of ways this data could be visualized with graphs and charts in the future, as the database adds more information over time. </p>



<p>The project is <a href=""https://github.com/luehrsenheinrich/wp-data-dashboard"">hosted on GitHub</a> under a GPL license, so anyone can dig deeper into the code to see how it works or submit contributions to extend its capabilities.</p>"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:7:""pubDate"";a:1:{i:0;a:5:{s:4:""data"";s:31:""Mon, 30 Oct 2023 20:30:41 +0000"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}s:32:""http://purl.org/dc/elements/1.1/"";a:1:{s:7:""creator"";a:1:{i:0;a:5:{s:4:""data"";s:13:""Sarah Gooding"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}}}}i:13;a:6:{s:4:""data"";s:13:""
	
	
	
	
	
	
"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";s:5:""child"";a:2:{s:0:"""";a:5:{s:5:""title"";a:1:{i:0;a:5:{s:4:""data"";s:63:""WordPress.org blog: WP Briefing: Episode 65: Little Sun Success"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""guid"";a:1:{i:0;a:5:{s:4:""data"";s:53:""https://wordpress.org/news/?post_type=podcast&p=16227"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:4:""link"";a:1:{i:0;a:5:{s:4:""data"";s:65:""https://wordpress.org/news/2023/10/episode-65-little-sun-success/"";s:7:""attribs"";a:0:{}s:8:""xml_base"";s:0:"""";s:17:""xml_base_explicit"";b:0;s:8:""xml_lang"";s:0:"""";}}s:11:""description"";a:1:{i:0;a:5:{s:4:""data"";s:21522:""<p>Join WordPress Executive Director Josepha Haden Chomphosy as she looks at a recent WordPress success story, the clean energy solution Little Sun, and learns about their WordPress story.</p>



<p><em><strong>Have a question you&#8217;d like answered? You can submit them to&nbsp;<a href=""mailto:wpbriefing@wordpress.org"">wpbriefing@wordpress.org</a>, either written or as a voice recording.</strong></em></p>



<h2 class=""wp-block-heading"">Credits</h2>



<p>Host:&nbsp;<a href=""https://profiles.wordpress.org/chanthaboune/"">Josepha Haden Chomphosy</a><br />Special Guest: Romane Guégan<br />Special Guest: Ashley Mrozek <br />Editor:&nbsp;<a href=""https://profiles.wordpress.org/dustinhartzler/"">Dustin Hartzler</a><br />Logo:&nbsp;<a href=""https://profiles.wordpress.org/javiarce/"">Javier Arce</a><br />Production:&nbsp;<a href=""https://profiles.wordpress.org/bjmcsherry/"">Brett McSherry</a><br />Song: Fearless First by Kevin MacLeod</p>



<h2 class=""wp-block-heading"">Show Notes</h2>



<ul>
<li>Website: <a href=""https://littlesun.org/"">Little Sun</a></li>



<li><strong>Small List of Big Things</strong>
<ul>
<li><a href=""https://wordpress.org/news/2023/10/state-of-the-word-2023/"" target=""_blank"" rel=""noreferrer noopener"">State of the Word</a> &#8211; This year&#8217;s annual keynote, State of the Word, will be on December 11. Save the date to hear the WordPress project&#8217;s co-founder, <a href=""https://ma.tt/"" target=""_blank"" rel=""noreferrer noopener"">Matt Mullenweg</a>, share reflections on the project&#8217;s progress and aspirations for the future of open source.</li>



<li>Celebrating 10,000 Photos in the <a href=""https://wordpress.org/photos/"">WordPress Photo Directory</a> &#8211; On October 11, the 10,000th photo was approved! <a href=""https://make.wordpress.org/photos/"" target=""_blank"" rel=""noreferrer noopener"">The Photo Team</a> is one of the newest ways to contribute to the WordPress open source project. </li>



<li><a href=""https://make.wordpress.org/community/2023/10/18/community-team-training-11-using-the-translate-live-tool/"" target=""_blank"" rel=""noreferrer noopener"">Community Team Training #11: Using the Translate Live tool</a>&nbsp;&#8211; Uncover the potential of the &#8220;Translate Live&#8221; tool, which is ideal for presenting at local meetups to engage and onboard new translators for your native language. If you&#8217;re organizing a WordCamp, consider introducing this tool during your Contributor Day.</li>



<li><a href=""https://wordpress.org/news/2023/10/a-new-wordpress-showcase/"" target=""_blank"" rel=""noreferrer noopener"">A New WordPress Showcase</a>&nbsp;&#8211; The&nbsp;journey to update&nbsp;<a href=""https://wordpress.org/"" target=""_blank"" rel=""noreferrer noopener"">WordPress.org</a>&nbsp;continues with the launch of a new&nbsp;<a href=""https://wordpress.org/showcase/"" target=""_blank"" rel=""noreferrer noopener"">Showcase</a>&nbsp;design. The Showcase is a natural starting point for visitors arriving on&nbsp;WordPress.org, and it both inspires creativity and demonstrates what&#8217;s possible with WordPress.</li>
</ul>
</li>
</ul>



<h2 class=""wp-block-heading"">Transcript</h2>



<span id=""more-16227""></span>



<p>[00:00:00] <strong>Josepha:</strong> Hello everyone, and welcome to the WordPress Briefing. The podcast where you can catch quick explanations of the ideas behind the WordPress open source project, some insight into the community that supports it, and get a small list of big things coming up in the next two weeks. I&#8217;m your host, Josepha Haden Chomphosy. Here we go.</p>



<p>[00:00:28] (Intro music)&nbsp;</p>



<p>[00:00:40] <strong>Josepha:</strong> Today, I&#8217;ve got a special guest with me. I have here a couple of folks from Little Sun, a nonprofit organization that recently moved its entire online presence to WordPress. And we&#8217;re talking everything from their mission statement and donations all the way to their blog and shop.</p>



<p>Welcome both to the WordPress Briefing.&nbsp;</p>



<p>[00:00:59] <strong>Ashley:</strong> Thank you.</p>



<p>[00:01:00] <strong>Romane:</strong> Thank you.&nbsp;</p>



<p>[00:01:01] <strong>Josepha:</strong> We have with us Little Sun today. Can you start by introducing yourselves and your organization? Just tell us a little bit about what you all do.&nbsp;</p>



<p>[00:01:08] <strong>Romane:</strong> Hi, my name is Romane Guégan. I&#8217;m a Senior Press and Communications Manager at Little Sun.&nbsp;</p>



<p>[00:01:14] <strong>Ashley:</strong> And I am Ashley Mrozek. I&#8217;m the Senior Digital Manager.&nbsp;</p>



<p>[00:01:17] <strong>Josepha:</strong> So what does Little Sun do for the folks who are listening and maybe don&#8217;t know about it yet?&nbsp;</p>



<p>[00:01:22] <strong>Romane:</strong> Little Sun brings full power and light to communities that live off the grid, with the focus on sub-Saharan Africa because most of the people who lack access to electricity and need them. And we also inspire people to take climate action globally.&nbsp;</p>



<p>[00:01:39] <strong>Ashley:</strong> So access to solar energy helps kids who don&#8217;t have electricity and study at night. They can complete their homework at night. If their schools are in a more rural area, they will have a light to kind of guide them back home.</p>



<p>We also work on a lot of electric vocation projects and hospitals. So we&#8217;re, we&#8217;re kind of supporting labors that are, are taking place in the evening, after the sun goes down, among other things.&nbsp;</p>



<p>[00:02:07] <strong>Josepha:</strong> Yeah. It&#8217;s, I, I think that that is one of the things that folks, probably most of my listeners, probably take for granted, like the easy access to light. And as we all know, the sun is around a lot. And so that is one of our most readily available resources other than potentially wind power. But I think that that is a great mission. And I really think that that&#8217;s wonderful work that y&#8217;all are doing.</p>



<p>So, is there a particular reason that you focus on sub-Saharan Africa? Is that where you find a majority of people who don&#8217;t have access to that kind of resource are?&nbsp;</p>



<p>[00:02:43] <strong>Romane:</strong> Yeah. 70% of those people actually need in sub-Saharan Africa, where solar is actually a viable source of energy. Actually, it&#8217;s only 1% of solar, of the solar capital of the generation when we actually deliver solar energy there because there is so much potential.</p>



<p>[00:03:04] <strong>Josepha:</strong> That&#8217;s amazing. So you said that you all were funded in 2012. I imagine that your business has evolved over time. So, obviously, you all are WordPress users. That&#8217;s why we have you here with us today. But before we get into the questions about WordPress itself. Why don&#8217;t you tell us a bit about how your business needs evolved over time and how you wound up needing a solution that did use WordPress?</p>



<p>[00:03:31] <strong>Ashley:</strong> So I would say our focus and kind of the different initiatives that we&#8217;ve taken on since 2012 have shifted a lot based on various reasons, where our donors are, where we&#8217;ve kind of found the most need, and where we can be the most impactful.</p>



<p>And I think as we go into those new geographies, our online presence has become more and more important.&nbsp;</p>



<p>[00:03:55] <strong>Josepha:</strong> So, before you all switched to WordPress, I understand that you had several sites that you had to merge into one. And so I assume that as you evolved the business and your focus has changed, you realized you needed something a bit more streamlined. So, how was that transition, that migration from a lot of different sites to one big site?&nbsp;</p>



<p>[00:04:17] <strong>Romane:</strong> Yeah, because we started as a global project. And then, with the time, we evolved, actually also getting new donations. And in the past, we used to have one website where we have our webshop and our mission, our vision, all of our project descriptions.</p>



<p>But then we had another website only for the foundation. And then you had another foundation in the U.S. So it was the question, okay, how do we put everything together? So we actually switched from littlesun.com to littlesun.org with WordPress, and it was amazing to see how we managed with the team to create an ecosystem approach, including impact, but also sales, and fundraising.&nbsp;</p>



<p>[00:05:02] <strong>Josepha:</strong> That was a big footprint that you all had, and you kind of consolidated it into one. And for all of our folks listening on the podcast, I&#8217;m going to include some links, not only to their site but then also to a few other things that we&#8217;ve mentioned in here today. So, since you made that change, how has it, how has that impacted the way that you all work with your site or with your online presence?</p>



<p>[00:05:27] <strong>Ashley:</strong> Yeah, I think using WordPress and having access to WordPress has been hugely valuable for us. We&#8217;re a small team, we&#8217;re a nonprofit, so it is pretty scrappy. Everyone is kind of doing a lot of different things. We don&#8217;t have a dedicated development team. And so being able to easily customize our pages and create new landing pages or make adjustments on the site without that development help has been valuable.</p>



<p>[00:05:55] <strong>Josepha:</strong> Yeah, so you don&#8217;t have a developer team now. Did you have a developer team when you had all the sites?&nbsp;</p>



<p>[00:06:01] <strong>Romane:</strong> We just still work with freelancers. </p>



